FileName,AwardTitle,AGENCY,AwardEffectiveDate,AwardExpirationDate,AwardAmount,AbstractNarration
2002710.xml,RAPID: Investigating primate infant care via canopy-based research,NSF,2019-12-15,2023-05-31,42113,"This RAPID award will support time-sensitive data collection in a wild primate species, to evaluate how an individual’s interactions with their physical and social environments during early infancy and childhood development relate to their long-term patterns of gut microbial diversity. The research will contribute to the growing body of knowledge about complex interactions between early environment, the microbiome, and physiological well-being in primates, including humans. Specifically, the study will combine genetic and behavioral sampling on infant care in the nest and pilot new forest canopy data collection methods for infants, their nests, and their mothers’ complex cooperative infant care strategies, focusing on a recent birth cohort. The project also will build on partnerships with K-12 classroom teachers, primate conservation educators, and developers at Google Expeditions to generate online content, including the creation of lesson plans and virtual reality “expeditions,” that will engage, teach, and train primary and secondary school students from diverse backgrounds in field research in the STEM sciences.&lt;br/&gt;&lt;br/&gt;A growing body of research shows that interactions between primate hosts and the microbial communities in their gut are complex and beneficial. Hosts, in particular, rely on microorganisms for processes ranging from digestion to immunity. However, despite the critical importance of host-microbe interactions, the factors responsible for their development and maintenance are not well understood. Ruffed lemurs in the wild are characterized by substantial variation in the numbers, types, and strengths of their social relationships, providing an opportunity to study the relative effects of different biological, environmental, and social forces on establishing and maintaining gut microbial diversity. The investigators will therefore use a combination of field observations and nest cams to continuously monitor ruffed lemur infant care behaviors in the nest; tree climbing and canopy-based research to sample infants, their mothers, and their nests for microbiome data; and veterinary health assessments to link social behavior and microbiome development to long-term physiological outcomes.&lt;br/&gt;&lt;br/&gt;This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2003257.xml,MLWiNS: RL-based Self-driving Wireless Network Management System for QoE Optimization,NSF,2020-08-01,2024-07-31,609599,"The proliferation of Internet-connected devices and applications, which are heavily reliant on high-speed, robust networks, have made the management of networks difficult and complicated. While the incorporation of programmable switches and machine-learning tools in data-centers and wide-area networks has contributed to improvements in Quality of Experience (QoE), access networks, which heavily rely on human operators for most network management tasks, remain the final frontier for providing a high quality of experience to end-users. The goal of this project is to design, implement, and evaluate RELIEF, a REinforcement-LearnIng (RL)-based sElF-driving wireless network-management system that can dynamically update network configurations to detect, diagnose, and resolve network events that contribute to QoE degradation. <br/><br/>This project will develop new data-collection tools to capture fine-grained network data, new metrics to quantify QoE for the network, a scalable and explainable RL-based learning model to dynamically configure the underlying network and data-processing pipelines for QoE optimization. This project pursues fundamental contributions to the reinforcement learning area by developing novel solutions to inherent statistical and computational challenges. Finally, this project will design new programming abstractions and data structures to build an end-to-end system that optimizes the use of limited network resources to execute the trained RL models at scale.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2001568.xml,Collaborative Research: A Novel Biological Valorization of Hydrothermal Liquefaction Wastewater with Marine Protist and its Granulated Phenotype,NSF,2020-07-01,2025-06-30,176190,"Hydrothermal liquefaction (HTL) has been considered as a promising thermal processing approach to biofuel production from a broad range of organic matter, including agricultural waste biomass, municipal solid waste, and algae.  A recent U.S. Department of Energy report stated that as much as 5.9 billion gallons of biocrude could be produced each year in the U.S. from the available waste organic matter using HTL technology; this biocrude can be further refined to liquid transportation fuels using processes similar to conventional petroleum refining, replacing those fuels currently produced from non-renewable feedstocks. However, current HTL processes produce a large amount of wastewater containing high concentrations of organic compounds and nutrients; the sustainable disposal of this wastewater is one of the most significant bottlenecks to the scale-up and commercialization of HTL. This research will address concerns from both environmental and energy conversion efficiency perspectives of HTL by recovering organic carbon and nutrients from HTL wastewater. This is a critical step to increasing the net energy yield and enhancing the economic viability and environmental sustainability of HTL processes. In the course of carrying out this project, the researchers will train the next generation of scientists and engineers in biofuel production, biotechnology/bioprocessing, and environmental stewardship, all while educating the public about sustainable biofuel production and the impact of energy consumption on economic, environmental and societal sustainability.&lt;br/&gt;&lt;br/&gt;The research team of this proposal has recently found that a marine protist Thraustochytrium striatum HB can survive and grow in wastewater produced from HTL processing of municipal solid waste without supplemental nutrients while removing approximately 80% total organic carbon, 100% total nitrogen, and 80% phosphorus. Additionally, the microbes were found to be tolerant of wide pH and salinity ranges (comparable to sea water) in metabolizing organic compounds in HTL wastewater while being able to form cell aggregates under harsh conditions. Therefore, marine protists hold promise to be a new class of superior microorganisms for HTL wastewater treatment and valorization. The overarching goal of this project is to establish a T. striatum HB-facilitated platform for HTL wastewater valorization to enable sustainable HTL for biofuel production. The specific objectives of this research are to: (1) elucidate the correlation between biocrude yield and the HTL wastewater composition; (2) reveal the metabolic adaptation of T. striatum HB to the new wastewater environments to enhance overall energy return and biocrude yield; and (3) explore the formation mechanisms of T. striatum HB biogranules and the resulting performance impact on HTL wastewater valorization since biogranules are more efficient in wastewater valorization compared to dispersed cells. The marine protists could be a new class of promising microorganisms for valorization of other types of high-strength wastewater. The interdisciplinary nature of the proposed research will facilitate the integration of research and educational plans to enhance the education programs of three institutes involved in this project.&lt;br/&gt;&lt;br/&gt;This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2001224.xml,"Derived Categories, Noncommutative Orders, and Other Topics",NSF,2020-07-01,2024-06-30,239008,"The proposed research is in the field of algebraic geometry with some connections to string theory. Algebraic geometry is a branch of mathematics studying geometric objects defined by polynomial equations and related mathematical structures. Classically one associates with such geometric objects (called algebraic varieties) the set of algebraic functions on them which forms a commutative ring (i.e., functions can be added and multiplied). Modern research involves more sophisticated algebraic structures associated with algebraic varieties, such as the category of coherent sheaves (the notion of a category is a generalization of that of an associative ring). One part of the project is to establish some cases of the homological mirror symmetry conjecture which identifies categories appearing in geometry in two seemingly unrelated contexts. Another part of the project aims to give a rigorous mathematical foundation to some aspects of the use of super Riemann surfaces (a generalization of the usual surfaces) in string theory. This project provides research training opportunities for undergraduate and graduate students.<br/><br/>More specifically, the first part of the project is on homological mirror symmetry for symmetric powers of punctured spheres. The goal is to identify categorical resolutions of derived categories of coherent sheaves on certain algebraic varieties with partially wrapped Fukaya categories of the symmetric powers of punctured spheres. This may help to find a new construction of Ozsvath-Szabo's categorical knot invariant. The second part is to work out a generalization of the Hirzebruch-Riemann-Roch formula to the categories of matrix factorizations over non-affine varieties and stacks. The PI also would like to use categories of matrix factorizations to find a Landau-Ginzburg counterpart of the G-equivariant Gromov-Witten theory. The third part of the project is to realize trigonometric solutions of the associative Yang-Baxter equation in terms of noncommutative orders over nodal cubics. The fourth part is related to the geometry of stable supercurves. The PI proposes to understand the poles of the analog of Mumford's isomorphism for the Berezinian of the moduli of supercurves near the boundary of the compactification by stable supercurves and to study some problems arising in integration over the moduli space of supercurves.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2002083.xml,Collaborative Research: P2C2--Synthesizing Asian Monsoon Hydroclimate & Indo-Pacific Variability on Seasonal to Multi-Decadal Timescales Using Tree-Rings & Coupled Climate Models,NSF,2020-05-01,2024-04-30,480041,"This project broadly seeks to use multi-parameter tree ring records from Laos and Vietnam in central Mainland Southeast Asia (MSEA) to reconstruct discrete spring, summer, autumn and winter climate variability for comparison to observations and model simulations and to understand the dynamics and drivers of climate and surface ocean variability in the region. The long-term perspective of central MSEA variability from the proxy records will be synthesized with the simulations for a more dynamically-based understanding of past and future changes in atmospheric and upper-ocean properties throughout Southeast Asia and the Maritime Continent.<br/><br/>Specifically, the research team aims to use measurements of early and late wood width and density from blue light intensity in tree ring samples to reconstruct seasonal to multi-decadal records of the Palmer Drought Severity Index (PDSI), Standardized Precipitation Evapotranspiration Index (SPEI), rainfall, and boreal winter maximum temperature over the past five to ten centuries. Links between central MSEA and Indo-Pacific atmospheric and surface ocean properties over the past centuries will be evaluated using observational/reanalysis products and coupled climate model simulations because model resolution may not fully capture climate and ocean variability within individual monsoon seasons.<br/><br/>The Asian Monsoon impacts roughly two-thirds of the global population. Multi-model assessments of regional climate under anthropogenic warming predict changes to the Asian Monsoon that are expected to impact regional climate and ocean variability.  These multi-model assessments also predict a transition to a more El Nino-like state, which is expected to variably alter precipitation, temperature and ocean circulation patterns globally.  The present understanding of past changes in monsoon strength and precipitation and the resulting consequences for Indian Ocean surface variability limits climatologist’s ability to accurately forecast regional climate impacts at various timescales.<br/><br/>The potential Broader Impacts (B.I.) include better understanding of variability and long-term trends in rainfall and drought from Southeast Asia and the Indo-Pacific region. Such information has important implications for surrounding countries whose largely agrarian societies depend on reliable monsoon rainfall.  The project also supports a new investigator and student participation in Woods Hole and UCAR SOARS summer programs.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2001018.xml,I-Corps: A Mobile-Based Opioid Overdose Alerting System,NSF,2020-02-15,2020-12-31,50000,"The broader impact/commercial potential of this I-Corps project is to develop a smart wearable monitor capable of delivering clinical-grade measurements of lung function (e.g., tidal volume, forced expiratory volume, minute ventilation, etc.).  However, while suitable for in-hospital care, the current solutions present drawbacks in the delivery of telecare and self-management. The value proposition of this project is to present a non-invasive continuous pulmonary function monitor for persons with an acute or chronic respiratory illness to self-manage, monitor, or prevent exacerbations of their illness. This monitor would be implemented as a stretchable, wearable sensor that estimates changes in the size of the ribcage from breathing.  The development of such a technology has significant potential for reducing fatal opioid overdoses, asthma- and COPD-related emergency department visits, and support pulmonary rehabilitation delivered via telemedicine.&lt;br/&gt;&lt;br/&gt;This I-Corps project aims to explore the commercial potential for a wireless single-band stretchable silicone sensor, which when worn around the chest is capable of measuring tidal volume from which other measures of lung function can be derived (e.g., forced expiratory volume, minute ventilation, etc.). Currently, lung function testing, spirometry, capnometry, respiratory inductance plethysmography, and pulse oximetry are the clinical standard for vital monitoring and assessing lung function. Until now, respiratory inductance plethysmography monitors, which requires two bands – a chest-worn and abdomen worn band, is the least invasive technology for tidal volume monitoring. Pulse oximetry is an inferior technology for the early detection of respiratory distress (or colloquially, shortness of breath) because changes in oxygenation take time. In contrast, for example, respiratory depression can be quickly detected by changes in tidal volume. However, capnography and respiratory inductance plethysmography monitors, which are capable of monitoring tidal volume, are cumbersome and ill-suited for use outside a clinical setting.New evidence has now demonstrated that by measuring the change in circumference of the ribcage, you can estimate tidal volume with high fidelity using a stretchable sensor capable of confirming to the body. Integrating this sensor technology into a wearable device with a wireless sensor module has the potential to unlock new avenues for telehealth monitoring and delivery.&lt;br/&gt;&lt;br/&gt;This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2001490.xml,Collaborative Research to Explore the Spatial/Temporal Statistical-Physical Structures of Rain in the Vertical Plane,NSF,2020-04-01,2024-12-31,399196,"A good understanding of rain in time and space is important for improved public safety and productivity. With regard to public safety, this means better water control designs for reducing the impact of flooding from smaller urban to larger regional scales as well as for improved spatial and temporal warnings of flooding in order to reduce damage and fatalities. With regard to productivity in rural areas, such information has the potential for reducing the impacts of soil erosion through the better design of field run-off and water storage. In more urban areas, productivity depends in part upon good wireless communication. However, the advent of 5G wireless networks will be more subject to signal loss due to rain, a loss that also depends upon the largely unknown spatial structure of rainfall particularly above the ground. All of these improvements, however, depend upon the proper translation of radar measurements and numerical model outputs to many different scales. This in turn requires that radar measurements above the ground as well as numerical model products be correctly transferred to what appears at the surface where people live. This, then, is a central objective of this project.&lt;br/&gt;&lt;br/&gt;More specifically with regard to the science, this project allows a more complete description of rain structure in a multi-dimensional context including height with the additional benefit of developing a better multi-dimensional understanding of drop interactions and evolution. Furthermore, the project is directed toward a more comprehensive investigation into the prevalence and the importance of statistical homogeneity in all three spatial dimensions as well as in time. Statistical homogeneity is important for the proper scaling of rainfall measurements, but, of course, not all rain is statistically homogeneous. However, it often appears that when the data are statistically heterogeneous, such data may be subdivided into statistically homogeneous sections which can then be properly treated analytically. This project develops this approach. In addition, wind tower measurements as well as simultaneous measurements between two 2DVD disdrometers will be used to explore further the reported deviations of drop fall speeds from their nominal terminal values both aloft and at the surface. This is potentially quite important for the proper understanding of the evolution of rain.&lt;br/&gt;&lt;br/&gt;This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2002176.xml,PostDoctoral Research Fellowship,NSF,2020-09-01,2024-08-31,150000,"This award is made as part of the FY 2020 Mathematical Sciences Postdoctoral Research Fellowships Program. Each of the fellowships supports a research and training project at a host institution in the mathematical sciences, including applications to other disciplines, under the mentorship of a sponsoring scientist.  The title of the project for this fellowship to Trevor Hyde is ""Semigroups in complex, arithmetic, and topological dynamics.""  The host institution for the fellowship is  University of Chicago, and the sponsoring scientist is Benson Farb.&lt;br/&gt;&lt;br/&gt;This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2003307.xml,CDS&amp;E: An Effective Thermal Simulation Methodology for GPGPUs Enabled by Data-Driven Model Reduction,NSF,2020-07-01,2024-06-30,383000,"Demands for general purpose graphics processing units (GPGPUs) in recent years have increased rapidly due to the needs for scientific, engineering and statistical computing.  Meanwhile, GPGPUs are also quickly becoming an essential part of data centers around the globe. The number of data centers are growing drastically due to the recent explosion of social networking, movie streaming, online shopping, big data, internet of things, etc.  With hundreds or thousands of cores running in each GPGPU, severe heating is a serious challenge which   can significantly degrade GPGPU performance, reliability and energy efficiency unless effective cooling is employed.  However, effective cooling of data centers requires enormous expenditure of energy.  To ease all these problems, effective thermal management and thermal-aware task scheduling for GPGPU operation are needed, which however requires an accurate simulation tool that is able to offer efficient dynamic thermal prediction with a reasonable spatial resolution.   Currently, there is a lack of thermal simulation tools that offer high efficiency and accuracy with a reasonable resolution. The proposed work aims to develop an efficient simulation methodology based on a reduced learning algorithm that is capable of predicting accurate dynamic temperature distributions with a high resolution in GPGPUs.  With this novel approach implemented in GPGPUs, effective thermal management and task scheduling will become possible and will improve GPGPU performance and reliability.  This will also improve energy savings in cooling, computing and streaming and minimize the earth’s environmental stress.  This project will also contribute to interdisciplinary workforce training and prepare students for the emerging challenge of heating problems in GPGPU computing. Research related to the proposed work will be integrated into several courses taught by the PIs. Course projects will be developed by the Ph.D. and undergraduate students working on the proposed work. This will offer undergraduate and graduate students a useful learning experience beyond the textbooks and lectures. The PIs will also expand and integrate several ongoing activities to broaden participation of underrepresented groups in STEM, e.g. through the Co-PI's NSF REU site. A special effort will be made to recruit and mentor Native Americans from an Indian Reservation near the PI’s university to join STEM activities and to pursue their careers in STEM.&lt;br/&gt;The goal of this project is to develop a multi-block simulation methodology for efficient, accurate prediction of dynamic thermal profiles of GPGPUs derived from a reduced learning algorithm. To reduce simulation space and thus the computational time while maintaining accurate thermal solution, the domain structure of a GPGPU is projected onto a functional space described by a set of basis functions obtained from the reduced learning method.  This projection learning process however requires collection of massive amounts of thermal data for the entire GPGPU and is computationally prohibitive. Domain decomposition is therefore applied to partition the GPGPU domain into hundreds of smaller generic building blocks. This building-block approach enables more efficient training of the basis functions to develop the multi-block thermal model.  This methodology offers a reduction in the computational time by several orders of magnitude for thermal simulation of semiconductor chips, compared with the direct numerical simulation.  Currently, thermal simulations of GPGPUs rely on the efficient compact resistance-capacitance (RC) thermal model that provides poor resolution and inaccurate thermal profiles. It is expected that the developed thermal simulation model will be even more efficient than the compact RC model.  Also, the multi-block approach possesses a natural advantage of effective parallel computing. This project will implement the developed multi-block model in hundreds of cores in a GPGPU to perform parallel GPGPU computing that will further speed up the thermal simulation of GPGPUs.&lt;br/&gt;&lt;br/&gt;This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2000415.xml,CCSS: Collaborative Research:  Sketching for High Dimensional Data Analysis in IoT,NSF,2020-08-15,2024-07-31,200000,"The proliferation of IoT devices generates enormous amount of data, which leads to a tremendous demand on resources for the transmission, processing and storage. In order to extract useful information and fully achieve the potential of IoT for intelligent decisions, it is critical to develop novel systems to efficiently transmit, store and process this large volume of data. Fortunately, the data generated by IoT and many other applications typically possesses certain low dimensional parsimonious structures. Leveraging on these low dimensional structures of IoT data, this project will develop methods based on low dimensional sketches to infer information of interest. This sketching based framework will enable quick and accurate information extraction with greatly reduced sampling rates, transmission and storage costs.<br/><br/>This project will develop a sketching based framework for the efficient processing of high dimensional data generated by IoT and investigate its theoretical and algorithmic properties. The core idea is to take low dimensional projections or sketches of random variables, rather than to directly and fully observe high dimensional random variables. This project will develop both non-adaptive and adaptive low dimensional sketching methods, and will make the following intellectual contributions: 1) deriving fundamental limits on sampling rates for recovering statistical information of high dimensional random variables; 2) designing explicit sampling schemes that achieve the corresponding fundamental limits on sampling rates; 3) providing fast algorithms with performance guarantees for recovering statistical information from sketches of random variables. The PIs will leverage their research experience in compressed sensing, low-rank matrix recovery and sequential analysis in solving these challenging problems. The generated results are expected to extend compressed sensing from sketching of deterministic values to a broader context of sketching of random variables.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2000776.xml,Collaborative Research: Preparing the Workforce for Industry 4.0's Intelligent Industrial Robotics,NSF,2020-07-01,2025-01-31,166769,"According to the International Federation of Robotics, nearly 75% of the global market for next-generation industrial robotics is in China, Japan, Korea, and Taiwan. To remain competitive, U.S. industries need to rapidly accelerate the use of intelligent robotics.  As a result, the nation needs to train highly skilled technicians who can program, use, maintain, and repair intelligent industrial robots. This collaborative project will address the nation’s shortfall of qualified technicians in intelligent industrial robotics.  It intends to do so by establishing a collaboration between academic institutions and major manufacturers in the eastern and central regions of Tennessee and Alabama. Together these partners will define the necessary skillset for the next-generation industrial robotics technical workforce.  They will also develop a curriculum that will allow students to learn those skills. This project will result in one of the first programs in the nation for workforce training in intelligent robotics and artificial intelligence technologies.  This effort will thus support U.S. businesses and industries to rapidly and effectively incorporate next-generation robotics in their workplace.<br/><br/>The project has the following specific aims:  1) develop intelligent robotics curricular modules; 2) implement train-the-trainer workshops for educators; 3) identify skill sets needed for handling the next-generation robotics; 4) develop a knowledge base of next-generation robotics for secondary and post-secondary educators; and 5) increase public awareness of next-generation robotics.  By using a collaboration among four academic institutions in the eastern and central regions of Tennessee and Alabama, and involving major manufacturers in the region, the project expects to deliver outcomes that will be sustainable and can be replicated or adapted at other institutions.  This project intends to develop one of the first programs in the nation for workforce training at community and technical colleges in intelligent robotics and artificial intelligence technologies.  Since community and technical college supply a significant percentage of the industrial workforce, this project has the potential to help U.S. businesses and industries rapidly and effectively incorporate next-generation robotics in their workplace.  This project is funded by the Advanced Technological Education program that focuses on the education of technicians for the advanced-technology fields that drive the nation's economy.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2001738.xml,Doctoral Dissertation Research: Institutional and Cultural Effects on Organized Risk Reduction Efforts,NSF,2020-04-01,2021-03-31,9833,"This project investigates the dynamic processes through which diverse social groups (individuals, organizations, and organizational networks) come to understand the causes and consequences of land loss and come to define the range of options available for reducing its impacts. Additionally, this research investigates how culture affects the transformational potential of risk reduction actions.  The setting for the research is a region with diverse communities and large and changing industries that is also suffering land loss that affects these communities and industries.  This project analyzes efforts by a variety of organizations, groups, and individuals to counteract and cope with the land loss. Data for the project are being collected through ethnographic observation, interviews, and documents.  Findings will increase understanding of collective decision-making on a large scale and on issues that have broad effects on public well-being.&lt;br/&gt;&lt;br/&gt;This research will seek to identify the conditions affecting the acceptance or rejection of particular risk framings and strategies and to explore how these dynamics relate to broader institutional forces that affect risk reduction. Data for this project are collected from legal, scientific, and media documents, key informant interviews, interviews of organizational actors involved in land loss risk reduction, and ethnographic observation of public and restorative events.  Analysis of the data is through coding to ascertain patterns in use of cultural narratives by actors along with contextual details.&lt;br/&gt;&lt;br/&gt;This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2000933.xml,Expanding Remote Delivery of Information Technologies Education in a Rural Environment,NSF,2020-07-01,2024-06-30,470059,"Between 2019 and 2023, Information Technology (IT) jobs are expected to grow 10% in northwest Arkansas.  The demand for IT professionals in Arkansas is already outpacing the number of graduates being produced.  This project aims to address this need by remotely delivering IT courses to rural students in a six-county area in north-central Arkansas.  The use of remote-access labs will provide state of the art, hands-on coursework to these students, thus preparing them for employment as IT technicians in northwest Arkansas. This project has the potential to change the lives of students who are unable to move outside of their local area for IT education or work.&lt;br/&gt;&lt;br/&gt;The college will expand delivery of remote content to include the associate degree in Information Technology, and will improve the curriculum by adding new content, including cloud technologies, virtualization, and Internet of Things.  The students will have access to real-world problem solving and teamwork in the capstone course, as well as internship opportunities.  Such changes will build employability skills into the program so that students are ready for immediate employment after graduation. This program will offer year-round access with multiple entry points, providing more flexible opportunities for program completion.  The project has the potential to help diversify the workforce and grow the economy in rural areas by providing access to high-tech jobs for low-income students.  This project is funded by the Advanced Technological Education program that focuses on the education of technicians for the advanced-technology fields that drive the nation's economy.&lt;br/&gt;&lt;br/&gt;This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2001385.xml,Elements: The ThYme database and identifying representative amino acid sequences that originate thioester-active enzyme families,NSF,2020-07-01,2024-06-30,599999,"The ThYme database includes most enzymes involved in the formation of fatty acids and polyketides. These are ultimately converted into valuable products. Such products include cosmetics, detergents, insecticides, fungicides, antibiotics, and other medicinal compounds. The updated ThYme database will provide vital support to research related to these products. Metabolic engineers, plant biologists, natural products and medicinal chemists will all benefit from improved access to enzyme structure and function. High school students from underrepresented populations will be recruited and trained in various aspects of coding. They will then have the opportunity to work with graduate students and postdocs to contribute to the improvement of the platform. This should ultimately strengthen the STEM workforce in Nevada, and nationally.<br/><br/>The ThYme database contains most known sequences and structures of enzymes that act on thioesters, classified by sequence similarity into families. The advantage of classifying enzymes by sequence similarity is that one can infer that all enzymes in a family will have very similar structures and nearly identical catalytic residues and mechanisms. The goal of this project is to launch a new and updated ThYme database by identifying the current families of thioester active enzymes, developing a new approach to identify representative sequences, improving the database management scheme, and modernizing the online user interface. We will develop an efficient method, using submodular functions, to select the representative sequence(s) of an enzyme family among sequences experimentally verified to have a particular enzymatic activity. The database will be disseminated by a website, where every enzyme family will have its own webpage including relevant knowledge and an open query field where users will be able to search by organism, sequence accession code, function, name, sequence, or crystal structure. With input from the user community, the new website will have features to make the content more interactive and allow automated data querying. The user community will be engaged and supported with a forum page to pose questions and begin discussions to which both developers and users can contribute, as well as with tutorials of useful website functionalities.<br/><br/>This award by the NSF Office of Advanced Cyberinfrastructure is jointly supported by the ivision of Chemical, Bioengineering, Environmental and Transport Systems within the NSF Directorate of Engineering.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2002908.xml,Collaborative Research: MLWiNS: Deep Neural Networks Meet Physical Layer Communications -- Learning with Knowledge of Structure,NSF,2020-08-01,2023-07-31,269854,"Machine learning techniques are expected to be the main driving force for performance gains in future wireless networks. In practice, the difficulty in applying learning algorithms in communication systems comes from a paradigm shift in the methodology: From conventional model-based analytical solutions to data-driven empirical-result-based approaches. While learning algorithms offer better flexibility and efficiency in using computational resources, the lack of guarantees in the performance, robustness and security raise issues when adopting into engineering designs. The goal of this project is to combine learning-based data-driven approaches with conventional model-based analysis, to design novel learning algorithms that can utilize the structural knowledge of engineering systems, thus reaping the advantages of both methods.&lt;br/&gt;&lt;br/&gt;This project focuses on the physical layer of wireless networks, where analytical solutions, clearly defined performance benchmarks, as well as clearly isolated modeling deficiencies are usually present. They key challenge is to utilize the analytical results whenever possible, and focus the learning power on those parts of the system where the conventional approach fails, including non-linear, non-Gaussian, and non-stationary elements.  Three problem areas are identified to test such new hybrid design methods, including 1) symbol-detection for MIMO fading interference channels, 2) massive MIMO with low resolution analog-to-digital converters, and 3) MIMO-OFDM waveform analysis in non-linear radio channels.&lt;br/&gt;&lt;br/&gt;This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2001799.xml,Lianas as a Keystone Guild in Tropical Forests: An Experimental Test,NSF,2020-07-01,2025-06-30,915000,"Why is species diversity so remarkably high in tropical forests? Why don’t dominant competitors displace subordinate competitors, and thus, lower species diversity? These seemingly simple questions are critical for understanding how ecosystems function. Despite being core questions in the field of ecology, they remain unresolved. One promising explanation for the maintenance of tropical forest diversity is that there are guilds of important “keystone” species that maintain diversity by preventing the best competitor species from displacing subordinate competitor species. However, the keystone guild hypothesis has never been tested in tropical forests. In this study, the PI and collaborators will evaluate the keystone guild hypothesis as an explanation for the maintenance of the extraordinary tree species diversity in tropical forests. They will test the prediction that lianas (woody vines), which have a particularly strong negative effect on dominant tree species, prevent those dominant trees from displacing subordinate ones. They will utilize an ongoing, large-scale, long-term liana-exclusion experiment that the PI began in 2008. Species diversity affects ecosystem function, and therefore human and global health. Thus, this research will inform management decisions and ecosystem function in a highly diverse tropical forest. This study will also allow the PI to actively mentor promising students from groups that are underrepresented in science.<br/><br/>The Keystone Species Concept (KSC) is a foundational theory to explain the maintenance of species diversity. The KSC has been tested primarily for predators in simplified marine communities; few studies have extended this concept beyond a single keystone species and beyond relatively simple communities. By expanding the KSC to include guilds, or groups of organisms with convergent life-history strategies, the KSC may be a powerful explanation for the maintenance of species diversity in many ecosystems. The PI will test the hypothesis that lianas are a keystone guild for the tropical tree community. Lianas compete intensely with trees, and recent evidence suggests that they suppress shade-tolerant tree populations more than shade-intolerant tree populations. By removing lianas, the established competitive balance among tree species (when lianas are present) may be altered, allowing the competitive dominant species to displace subordinate species and ultimately reducing tree community diversity. By comparing the change in tree species richness, diversity, and composition in the liana-removal and control plots (where lianas are present), the PI can, for the first time, determine whether lianas are a keystone guild that maintains tree species diversity in tropical forests.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
2002759.xml,Collaborative Research: Investigating out-of sequence magmatism and mantle plume-lithosphere interactions adjacent to the Snake River plain (U.S.A.),NSF,2020-09-01,2025-08-31,286745,"Volcanic eruptions are significant hazards and drivers of societal and environmental change.  Continental hotspot eruptions are the soures of the largest documented eruptions on Earth.   Hotspot magmatism is recognized in part on identification of a linear chain of volcanoes that becomes younger opposite the direction of plate motion. These age-progressions may be unclear when volcanism along a hotspot “track” does not temporally fit in the age progression and is therefore, out of sequence and at times, off-axis.  The Snake River Plain-Yellowstone (SRPY) volcanic province (Wyoming-Montana-Idaho, including Yellowstone National Park) is the classic example of continental hotspot magmatism, and major SRPY “supervolcano” eruptions are well documented.  Small-volume volcanoes exist adjacent to the SRPY, however.  This project will investigate these out of sequence volcanoes to provide an analog to better identify hotspots in the geological record, yield new constraints on how the Yellowstone hotspot interacts with North America, and be used to help refine models for the origin and eruptive history of volcanism associated with this hotspot.  The findings have implications for continental hotspot volcanic hazard assessments. Student training and public outreach are also key aspects of this project.<br/><br/>A multidisciplinary approach will be employed to unravel the spatial-temporal magmatic history adjacent to the youngest part of the SRPY hotspot track, including field mapping focused on the relations between structures and igneous activity, geochronology, and geochemistry. These data will allow the research team to: [1] determine the temporal-spatial history of out-of-sequence volcanism adjacent to the SRPY; [2] define the mantle and crustal contributions to this out of sequence and off-axis volcanism; [3] decipher the links between syn-magmatic extension, SRPY magmatism and the out of sequence and off-axis volcanism. The proposed study will provide opportunities for undergraduate and graduate students to learn a diverse suite of field, presentation, and laboratory skills. Curriculum for GeoFORCE, a Native Alaskan STEM education program, will be created and taught. GeoFORCE participants shall visit Yellowstone National Park. Scientific advances made during this project will be communicated to the public via collaboration with the Dubois Museum through public talks and field trips, the development of a geological guide of the upper Wind River basin (WY), and via news articles published globally on the web and in local newspapers.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria."
